from_year,to_year,level,from_id,to_id,change_type,source_file
2017,2021,municipality,2003,5405,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2004,5406,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2012,5403,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2014,5432,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2015,5433,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2018,5434,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2019,5435,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2022,5438,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2023,5439,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2024,5440,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2028,5443,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2017,2021,municipality,2030,5444,renumbered,data/raw/region-transitions/kommuner_2017_2021.json
2021,2025,municipality,1507,1508,split,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,1507,1580,split,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3001,3101,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3002,3103,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3003,3105,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3004,3107,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3005,3301,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3006,3303,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3007,3305,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3011,3110,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3012,3124,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3013,3122,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3014,3118,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3015,3116,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3016,3120,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3017,3112,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3018,3114,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3019,3216,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3020,3207,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3021,3218,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3022,3214,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3023,3212,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3024,3201,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3025,3203,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3027,3224,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3028,3220,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3029,3222,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3030,3205,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3031,3232,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3032,3230,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3033,3209,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3034,3228,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3035,3240,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3036,3238,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3037,3242,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3038,3310,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3039,3320,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
2021,2025,municipality,3040,3322,renumbered,data/raw/region-transitions/kommuner_2021_2025.json
