region_id,region,ssb_id,ssb,district_id,district,municipality_id,municipality,county_id,county,year,population
1836,Rødøy,K-1836,Rødøy,,,1836,Rødøy,18,Nordland,2020,1213
1837,Meløy,K-1837,Meløy,,,1837,Meløy,18,Nordland,2020,6288
1838,Gildeskål,K-1838,Gildeskål,,,1838,Gildeskål,18,Nordland,2020,1950
1839,Beiarn,K-1839,Beiarn,,,1839,Beiarn,18,Nordland,2020,1017
1840,Saltdal,K-1840,Saltdal,,,1840,Saltdal,18,Nordland,2020,4671
1841,Fauske - Fuosko,K-1841,Fauske - Fuosko,,,1841,Fauske - Fuosko,18,Nordland,2020,9739
1845,Sørfold,K-1845,Sørfold,,,1845,Sørfold,18,Nordland,2020,1926
1848,Steigen,K-1848,Steigen,,,1848,Steigen,18,Nordland,2020,2608
1851,Lødingen,K-1851,Lødingen,,,1851,Lødingen,18,Nordland,2020,2034
1853,Evenes,K-1853,Evenes,,,1853,Evenes,18,Nordland,2020,1348
1856,Røst,K-1856,Røst,,,1856,Røst,18,Nordland,2020,498
1857,Værøy,K-1857,Værøy,,,1857,Værøy,18,Nordland,2020,728
1859,Flakstad,K-1859,Flakstad,,,1859,Flakstad,18,Nordland,2020,1272
1860,Vestvågøy,K-1860,Vestvågøy,,,1860,Vestvågøy,18,Nordland,2020,11433
1865,Vågan,K-1865,Vågan,,,1865,Vågan,18,Nordland,2020,9608
1866,Hadsel,K-1866,Hadsel,,,1866,Hadsel,18,Nordland,2020,8061
1867,Bø,K-1867,Bø,,,1867,Bø,18,Nordland,2020,2569
1868,Øksnes,K-1868,Øksnes,,,1868,Øksnes,18,Nordland,2020,4410
1870,Sortland,K-1870,Sortland - Suortá,,,1870,Sortland,18,Nordland,2020,10566
1871,Andøy,K-1871,Andøy,,,1871,Andøy,18,Nordland,2020,4663
1874,Moskenes,K-1874,Moskenes,,,1874,Moskenes,18,Nordland,2020,1015
1875,Hamarøy,K-1875,Hamarøy,,,1875,Hamarøy,18,Nordland,2020,2766
5401,Tromsø,K-5401,Tromsø,,,5401,Tromsø,54,Troms og Finnmark,2020,76974
5402,Harstad,K-5402,Harstad,,,5402,Harstad,54,Troms og Finnmark,2020,24703
5403,Alta,K-5403,Alta,,,5403,Alta,54,Troms og Finnmark,2020,20789
5404,Vardø,K-5404,Vardø,,,5404,Vardø,54,Troms og Finnmark,2020,2029
5405,Vadsø,K-5405,Vadsø,,,5405,Vadsø,54,Troms og Finnmark,2020,5788
5406,Hammerfest,K-5406,Hammerfest,,,5406,Hammerfest,54,Troms og Finnmark,2020,11448
5411,Kvæfjord,K-5411,Kvæfjord,,,5411,Kvæfjord,54,Troms og Finnmark,2020,2839
5412,Tjeldsund,K-5412,Tjeldsund,,,5412,Tjeldsund,54,Troms og Finnmark,2020,4216
5413,Ibestad,K-5413,Ibestad,,,5413,Ibestad,54,Troms og Finnmark,2020,1361
5414,Gratangen,K-5414,Gratangen,,,5414,Gratangen,54,Troms og Finnmark,2020,1091
5415,Lavangen,K-5415,Loabák - Lavangen,,,5415,Lavangen,54,Troms og Finnmark,2020,1034
5416,Bardu,K-5416,Bardu,,,5416,Bardu,54,Troms og Finnmark,2020,4005
5417,Salangen,K-5417,Salangen,,,5417,Salangen,54,Troms og Finnmark,2020,2146
5418,Målselv,K-5418,Målselv,,,5418,Målselv,54,Troms og Finnmark,2020,6640
5419,Sørreisa,K-5419,Sørreisa,,,5419,Sørreisa,54,Troms og Finnmark,2020,3464
5420,Dyrøy,K-5420,Dyrøy,,,5420,Dyrøy,54,Troms og Finnmark,2020,1083
5421,Senja,K-5421,Senja,,,5421,Senja,54,Troms og Finnmark,2020,14851
5422,Balsfjord,K-5422,Balsfjord,,,5422,Balsfjord,54,Troms og Finnmark,2020,5559
5423,Karlsøy,K-5423,Karlsøy,,,5423,Karlsøy,54,Troms og Finnmark,2020,2200
5424,Lyngen,K-5424,Lyngen,,,5424,Lyngen,54,Troms og Finnmark,2020,2794
5425,Storfjord,K-5425,Storfjord - Omasvuotna - Omasvuono,,,5425,Storfjord,54,Troms og Finnmark,2020,1829
5426,Kåfjord,K-5426,Gáivuotna - Kåfjord - Kaivuono,,,5426,Kåfjord,54,Troms og Finnmark,2020,2071
5427,Skjervøy,K-5427,Skjervøy,,,5427,Skjervøy,54,Troms og Finnmark,2020,2927
5428,Nordreisa,K-5428,Nordreisa,,,5428,Nordreisa,54,Troms og Finnmark,2020,4861
5429,Kvænangen,K-5429,Kvænangen,,,5429,Kvænangen,54,Troms og Finnmark,2020,1191
5430,Kautokeino,K-5430,Guovdageaidnu - Kautokeino,,,5430,Kautokeino,54,Troms og Finnmark,2020,2910
5432,Loppa,K-5432,Loppa,,,5432,Loppa,54,Troms og Finnmark,2020,888
5433,Hasvik,K-5433,Hasvik,,,5433,Hasvik,54,Troms og Finnmark,2020,1005
5434,Måsøy,K-5434,Måsøy,,,5434,Måsøy,54,Troms og Finnmark,2020,1225
5435,Nordkapp,K-5435,Nordkapp,,,5435,Nordkapp,54,Troms og Finnmark,2020,3162
5436,Porsanger,K-5436,Porsanger - Porsángu - Porsanki,,,5436,Porsanger,54,Troms og Finnmark,2020,3998
5437,Karasjok,K-5437,Kárásjohka - Karasjok,,,5437,Karasjok,54,Troms og Finnmark,2020,2628
5438,Lebesby,K-5438,Lebesby,,,5438,Lebesby,54,Troms og Finnmark,2020,1290
5439,Gamvik,K-5439,Gamvik,,,5439,Gamvik,54,Troms og Finnmark,2020,1132
5440,Berlevåg,K-5440,Berlevåg,,,5440,Berlevåg,54,Troms og Finnmark,2020,957
5441,Tana,K-5441,Deatnu - Tana,,,5441,Tana,54,Troms og Finnmark,2020,2918
5442,Nesseby,K-5442,Unjárga - Nesseby,,,5442,Nesseby,54,Troms og Finnmark,2020,926
5443,Båtsfjord,K-5443,Båtsfjord,,,5443,Båtsfjord,54,Troms og Finnmark,2020,2221
5444,Sør-Varanger,K-5444,Sør-Varanger,,,5444,Sør-Varanger,54,Troms og Finnmark,2020,10158
21-22,Svalbard og Jan Mayen,K-21-22,Svalbard og Jan Mayen,,,21-22,Svalbard og Jan Mayen,,,2020,0
23,Kontinentalsokkelen,K-23,Kontinentalsokkelen,,,23,Kontinentalsokkelen,23,Kontinentalsokkelen og uoppgitt,2020,0
Rest,Delte kommuner og uoppgitt,K-Rest,Delte kommuner og uoppgitt,,,Rest,Delte kommuner og uoppgitt,Rest,Delte kommuner og uoppgitt,2020,0
30,Viken,F-30,Viken,,,,,30,Viken,2020,1241165
03,Oslo,F-03,Oslo,,,,,03,Oslo,2020,693494
34,Innlandet,F-34,Innlandet,,,,,34,Innlandet,2020,371385
38,Vestfold og Telemark,F-38,Vestfold og Telemark,,,,,38,Vestfold og Telemark,2020,419396
42,Agder,F-42,Agder,,,,,42,Agder,2020,307231
11,Rogaland,F-11,Rogaland,,,,,11,Rogaland,2020,479892
46,Vestland,F-46,Vestland,,,,,46,Vestland,2020,636531
15,Møre og Romsdal,F-15,Møre og Romsdal,,,,,15,Møre og Romsdal,2020,265238
50,Trøndelag,F-50,Trøndelag,,,,,50,Trøndelag,2020,468702
18,Nordland,F-18,Nordland,,,,,18,Nordland,2020,241235
54,Troms og Finnmark,F-54,Troms og Finnmark,,,,,54,Troms og Finnmark,2020,243311
21,Svalbard,F-21,Svalbard,,,,,21,Svalbard,2020,0
22,Jan Mayen,F-22,Jan Mayen,,,,,22,Jan Mayen,2020,0
23,Kontinentalsokkelen og uoppgitt,F-23,Kontinentalsokkelen og uoppgitt,,,,,23,Kontinentalsokkelen og uoppgitt,2020,0
