region_id,region,ssb_id,ssb,district_id,district,municipality_id,municipality,county_id,county
5427,Skjervøy,K-5427,Skjervøy,,,5427,Skjervøy,54,Troms og Finnmark
5428,Nordreisa,K-5428,Nordreisa,,,5428,Nordreisa,54,Troms og Finnmark
5429,Kvænangen,K-5429,Kvænangen,,,5429,Kvænangen,54,Troms og Finnmark
5430,Kautokeino,K-5430,Guovdageaidnu - Kautokeino,,,5430,Kautokeino,54,Troms og Finnmark
5432,Loppa,K-5432,Loppa,,,5432,Loppa,54,Troms og Finnmark
5433,Hasvik,K-5433,Hasvik,,,5433,Hasvik,54,Troms og Finnmark
5434,Måsøy,K-5434,Måsøy,,,5434,Måsøy,54,Troms og Finnmark
5435,Nordkapp,K-5435,Nordkapp,,,5435,Nordkapp,54,Troms og Finnmark
5436,Porsanger,K-5436,Porsanger - Porsángu - Porsanki,,,5436,Porsanger,54,Troms og Finnmark
5437,Karasjok,K-5437,Kárásjohka - Karasjok,,,5437,Karasjok,54,Troms og Finnmark
5438,Lebesby,K-5438,Lebesby,,,5438,Lebesby,54,Troms og Finnmark
5439,Gamvik,K-5439,Gamvik,,,5439,Gamvik,54,Troms og Finnmark
5440,Berlevåg,K-5440,Berlevåg,,,5440,Berlevåg,54,Troms og Finnmark
5441,Tana,K-5441,Deatnu - Tana,,,5441,Tana,54,Troms og Finnmark
5442,Nesseby,K-5442,Unjárga - Nesseby,,,5442,Nesseby,54,Troms og Finnmark
5443,Båtsfjord,K-5443,Båtsfjord,,,5443,Båtsfjord,54,Troms og Finnmark
5444,Sør-Varanger,K-5444,Sør-Varanger,,,5444,Sør-Varanger,54,Troms og Finnmark
21-22,Svalbard og Jan Mayen,K-21-22,Svalbard og Jan Mayen,,,21-22,Svalbard og Jan Mayen,,
23,Kontinentalsokkelen,K-23,Kontinentalsokkelen,,,23,Kontinentalsokkelen,23,Kontinentalsokkelen og uoppgitt
Rest,Delte kommuner og uoppgitt,K-Rest,Delte kommuner og uoppgitt,,,Rest,Delte kommuner og uoppgitt,Rest,Delte kommuner og uoppgitt
30,Viken,F-30,Viken,,,,,30,Viken
03,Oslo,F-03,Oslo,,,,,03,Oslo
34,Innlandet,F-34,Innlandet,,,,,34,Innlandet
38,Vestfold og Telemark,F-38,Vestfold og Telemark,,,,,38,Vestfold og Telemark
42,Agder,F-42,Agder,,,,,42,Agder
11,Rogaland,F-11,Rogaland,,,,,11,Rogaland
46,Vestland,F-46,Vestland,,,,,46,Vestland
15,Møre og Romsdal,F-15,Møre og Romsdal,,,,,15,Møre og Romsdal
50,Trøndelag,F-50,Trøndelag,,,,,50,Trøndelag
18,Nordland,F-18,Nordland,,,,,18,Nordland
54,Troms og Finnmark,F-54,Troms og Finnmark,,,,,54,Troms og Finnmark
21,Svalbard,F-21,Svalbard,,,,,21,Svalbard
22,Jan Mayen,F-22,Jan Mayen,,,,,22,Jan Mayen
23,Kontinentalsokkelen og uoppgitt,F-23,Kontinentalsokkelen og uoppgitt,,,,,23,Kontinentalsokkelen og uoppgitt
